,account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
511,1071,canceled,2015-01-14,2015-03-17,62.0,False,True
512,1071,canceled,2014-11-10,2015-01-14,65.0,False,True
513,923,canceled,2015-01-14,2015-03-10,55.0,False,True
514,923,canceled,2014-11-16,2015-01-14,59.0,False,True
515,923,current,2015-03-10,,,False,False
516,640,canceled,2015-01-14,2015-01-15,1.0,False,True
517,640,canceled,2014-11-12,2015-01-14,63.0,False,True
518,640,current,2015-04-01,,,False,False
519,640,canceled,2015-01-15,2015-01-15,0.0,False,True
520,640,canceled,2015-01-15,2015-03-10,54.0,False,True
521,640,canceled,2015-03-10,2015-04-01,22.0,False,True
522,1174,canceled,2015-01-14,2015-02-03,20.0,False,True
523,1174,canceled,2014-11-10,2015-01-14,65.0,False,True
524,1174,canceled,2015-02-03,2015-02-17,14.0,False,True
525,1019,canceled,2015-01-14,2015-01-18,4.0,False,True
526,1019,canceled,2014-11-11,2015-01-14,64.0,False,True
527,655,canceled,2015-01-14,2015-01-20,6.0,False,True
528,655,canceled,2014-11-10,2015-01-14,65.0,False,True
529,529,current,2015-02-03,,,False,False
530,529,canceled,2014-12-08,2015-02-03,57.0,False,True
531,222,current,2014-11-17,,,False,False
532,256,canceled,2014-12-03,2015-04-01,119.0,False,True
533,256,canceled,2015-04-01,2015-06-10,70.0,False,True
534,288,current,2014-12-03,,,False,False
535,523,canceled,2014-12-03,2015-01-12,40.0,False,True
536,523,canceled,2015-01-12,2015-03-10,57.0,False,True
537,523,current,2015-03-10,,,False,False
538,24,canceled,2014-12-03,2015-06-10,189.0,False,True
539,922,canceled,2014-12-03,2014-12-08,5.0,False,True
540,707,canceled,2014-12-03,2014-12-03,0.0,False,True
541,397,canceled,2014-12-04,2015-04-01,118.0,False,True
542,397,current,2015-04-01,,,False,False
543,925,canceled,2014-12-04,2014-12-05,1.0,False,True
544,265,canceled,2014-12-04,2015-01-11,38.0,False,True
545,650,canceled,2014-12-04,2014-12-10,6.0,False,True
546,650,canceled,2015-03-04,2015-08-11,160.0,False,True
547,717,canceled,2014-12-04,2014-12-04,0.0,False,True
548,1013,canceled,2014-12-04,2015-04-01,118.0,False,True
549,1013,canceled,2015-04-01,2015-04-11,10.0,False,True
550,618,canceled,2014-12-05,2015-04-12,128.0,False,True
551,1236,canceled,2014-12-05,2015-02-03,60.0,False,True
552,1181,current,2014-12-05,,,False,False
553,1152,canceled,2014-12-05,2014-12-07,2.0,False,True
554,1152,canceled,2015-05-11,2015-05-14,3.0,False,True
555,1152,canceled,2015-07-16,2015-07-22,6.0,False,True
556,1225,canceled,2014-12-05,2014-12-10,5.0,False,True
557,727,canceled,2014-12-07,2014-12-07,0.0,False,True
558,866,canceled,2014-12-07,2015-01-14,38.0,False,True
559,1201,canceled,2014-12-07,2015-01-14,38.0,False,True
560,982,canceled,2014-12-08,2014-12-09,1.0,False,True
561,193,canceled,2014-12-08,2015-04-01,114.0,False,True
562,193,current,2015-04-01,,,False,False
563,710,canceled,2014-12-08,2015-02-03,57.0,False,True
564,710,canceled,2015-02-03,2015-02-15,12.0,False,True
565,1273,canceled,2015-01-12,2015-01-12,0.0,False,True
566,1280,canceled,2015-01-12,2015-01-15,3.0,False,True
567,180,canceled,2015-01-12,2015-03-10,57.0,False,True
568,180,current,2015-04-08,,,False,False
569,180,canceled,2015-03-10,2015-04-08,29.0,False,True
570,722,canceled,2015-01-12,2015-03-10,57.0,False,True
571,722,canceled,2015-03-10,2015-05-19,70.0,False,True
572,125,current,2015-01-13,,,False,False
573,954,canceled,2015-01-14,2015-03-10,55.0,False,True
574,954,canceled,2015-03-10,2015-04-02,23.0,False,True
575,954,canceled,2014-11-10,2015-01-14,65.0,False,True
576,140,current,2015-01-14,,,False,False
577,140,canceled,2014-11-10,2015-01-14,65.0,False,True
578,1139,canceled,2015-01-14,2015-01-16,2.0,False,True
579,1139,canceled,2015-01-16,2015-02-18,33.0,False,True
580,1139,canceled,2014-11-11,2015-01-14,64.0,False,True
581,388,current,2015-02-03,,,False,False
582,388,canceled,2014-12-08,2015-02-03,57.0,False,True
583,147,current,2015-02-03,,,False,False
584,147,canceled,2014-12-03,2015-02-03,62.0,False,True
585,119,canceled,2015-02-03,2015-04-08,64.0,False,True
586,119,current,2015-04-08,,,False,False
587,119,canceled,2014-12-03,2015-02-03,62.0,False,True
588,97,canceled,2015-02-05,2015-04-08,62.0,False,True
589,97,current,2015-04-08,,,False,False
590,962,canceled,2015-02-05,2015-02-06,1.0,False,True
591,962,canceled,2014-12-04,2014-12-05,1.0,False,True
592,984,canceled,2015-02-05,2015-03-12,35.0,False,True
593,984,current,2015-08-13,,,False,False
594,444,canceled,2015-02-05,2015-04-08,62.0,False,True
595,444,current,2015-04-08,,,False,False
596,444,canceled,2014-12-04,2014-12-06,2.0,False,True
597,493,current,2015-02-05,,,False,False
598,435,current,2015-02-06,,,False,False
599,386,canceled,2015-02-06,2015-04-08,61.0,False,True
600,386,canceled,2015-04-08,2015-06-13,66.0,False,True
601,386,canceled,2015-01-13,2015-01-17,4.0,False,True
602,156,current,2014-11-10,,,False,False
603,649,canceled,2014-11-10,2015-03-17,127.0,False,True
604,145,current,2014-11-10,,,False,False
605,420,current,2014-11-10,,,False,False
606,582,current,2014-11-10,,,False,False
607,165,canceled,2014-11-10,2015-03-17,127.0,False,True
608,580,canceled,2014-11-10,2015-07-17,249.0,False,True
609,919,canceled,2014-11-10,2015-03-17,127.0,False,True
610,90,canceled,2014-11-10,2015-03-10,120.0,False,True
611,90,canceled,2015-03-10,2015-04-01,22.0,False,True
612,90,current,2015-04-01,,,False,False
613,312,canceled,2014-11-10,2015-03-10,120.0,True,True
614,312,canceled,2015-03-10,2015-04-01,22.0,True,True
615,312,canceled,2015-04-01,2015-07-02,92.0,True,True
616,312,current,2015-07-08,,,True,False
617,864,canceled,2014-11-10,2014-11-19,9.0,False,True
618,963,canceled,2014-11-10,2014-11-14,4.0,False,True
619,328,current,2014-11-10,,,False,False
620,1122,canceled,2014-11-10,2014-11-17,7.0,False,True
621,626,canceled,2014-11-10,2014-11-19,9.0,False,True
622,626,canceled,2015-03-04,2015-05-11,68.0,False,True
623,1238,canceled,2014-11-10,2014-11-10,0.0,False,True
624,1117,canceled,2014-11-11,2015-01-15,65.0,False,True
625,187,canceled,2014-11-12,2015-04-19,158.0,False,True
626,617,current,2014-11-12,,,False,False
627,547,canceled,2015-02-03,2015-08-16,194.0,False,True
628,547,canceled,2014-12-09,2015-02-03,56.0,False,True
629,159,canceled,2015-02-05,2015-02-12,7.0,False,True
630,159,canceled,2014-12-09,2015-02-03,56.0,False,True
631,159,current,2015-02-12,,,False,False
632,561,current,2015-02-05,,,False,False
633,1226,canceled,2015-02-05,2015-04-08,62.0,False,True
634,1226,canceled,2015-04-08,2015-05-12,34.0,False,True
635,352,current,2015-02-05,,,False,False
636,374,current,2015-02-06,,,False,False
637,857,canceled,2015-02-06,2015-04-08,61.0,False,True
638,857,current,2015-04-08,,,False,False
639,1044,canceled,2015-02-08,2015-02-08,0.0,False,True
640,143,canceled,2015-02-09,2015-06-16,127.0,False,True
641,138,canceled,2015-02-10,2015-04-08,57.0,False,True
642,138,current,2015-04-08,,,False,False
643,952,canceled,2015-02-11,2015-03-18,35.0,False,True
644,716,canceled,2015-02-11,2015-02-15,4.0,False,True
645,1233,canceled,2015-02-11,2015-02-16,5.0,False,True
646,416,canceled,2015-02-11,2015-02-16,5.0,False,True
647,416,canceled,2015-04-08,2015-07-15,98.0,False,True
648,477,canceled,2015-03-04,2015-07-11,129.0,False,True
649,132,canceled,2015-03-04,2015-06-11,99.0,False,True
650,624,canceled,2015-03-04,2015-06-26,114.0,False,True
651,50,current,2015-03-04,,,False,False
652,1297,canceled,2015-03-04,2015-03-09,5.0,False,True
653,1297,canceled,2015-02-05,2015-02-08,3.0,False,True
654,749,canceled,2015-03-05,2015-03-05,0.0,False,True
655,1247,canceled,2015-03-05,2015-04-12,38.0,False,True
656,607,current,2015-03-05,,,False,False
657,971,canceled,2015-02-06,2015-02-08,2.0,False,True
658,251,canceled,2015-02-06,2015-04-08,61.0,False,True
659,251,current,2015-04-08,,,False,False
660,709,canceled,2015-02-08,2015-03-15,35.0,False,True
661,564,canceled,2015-02-08,2015-04-08,59.0,False,True
662,564,current,2015-04-08,,,False,False
663,741,canceled,2015-02-09,2015-02-15,6.0,False,True
664,70,current,2015-02-09,,,False,False
665,792,canceled,2015-02-09,2015-06-16,127.0,False,True
666,494,current,2015-02-09,,,False,False
667,494,canceled,2014-11-10,2014-11-17,7.0,False,True
668,833,canceled,2015-02-09,2015-03-03,22.0,False,True
669,603,current,2015-02-09,,,False,False
670,307,current,2015-02-10,,,False,False
671,337,current,2015-02-10,,,False,False
672,823,canceled,2015-02-10,2015-04-08,57.0,False,True
673,823,canceled,2015-04-08,2015-05-17,39.0,False,True
674,30,current,2015-02-10,,,False,False
675,82,current,2015-03-05,,,False,False
676,348,current,2015-03-05,,,False,False
677,348,canceled,2015-02-05,2015-02-27,22.0,False,True
678,1097,canceled,2015-03-05,2015-03-11,6.0,False,True
679,139,current,2015-03-06,,,False,False
680,1129,canceled,2015-03-07,2015-03-07,0.0,False,True
681,1129,canceled,2015-02-11,2015-02-11,0.0,False,True
682,185,canceled,2014-11-12,2015-03-10,118.0,False,True
683,185,canceled,2015-03-10,2015-04-01,22.0,False,True
684,185,current,2015-04-01,,,False,False
685,281,current,2014-11-14,,,False,False
686,855,canceled,2014-11-14,2014-12-21,37.0,False,True
687,683,canceled,2014-11-14,2014-11-15,1.0,False,True
688,1041,canceled,2014-11-15,2014-11-21,6.0,False,True
689,908,canceled,2014-11-15,2014-11-16,1.0,False,True
690,191,canceled,2014-11-16,2015-03-10,114.0,False,True
691,191,current,2015-03-10,,,False,False
692,261,canceled,2014-11-16,2015-02-23,99.0,False,True
693,1017,canceled,2014-11-16,2014-11-20,4.0,False,True
694,415,canceled,2014-11-16,2015-03-10,114.0,False,True
695,415,current,2015-03-10,,,False,False
696,868,canceled,2014-11-16,2014-12-08,22.0,False,True
697,935,canceled,2014-11-16,2014-11-23,7.0,False,True
698,719,canceled,2014-11-17,2014-11-25,8.0,False,True
699,974,canceled,2014-12-08,2014-12-12,4.0,False,True
700,668,canceled,2014-12-09,2014-12-15,6.0,False,True
701,668,canceled,2015-01-13,2015-01-20,7.0,False,True
702,1180,canceled,2014-12-09,2014-12-13,4.0,False,True
703,1027,canceled,2014-12-09,2014-12-13,4.0,False,True
704,836,canceled,2014-12-09,2015-01-16,38.0,False,True
705,836,current,2015-07-16,,,False,False
706,319,current,2014-12-30,,,False,False
707,108,canceled,2015-01-07,2015-04-20,103.0,False,True
708,108,canceled,2015-04-20,2015-05-14,24.0,False,True
709,285,canceled,2015-01-07,2015-03-10,62.0,False,True
710,285,current,2015-03-10,,,False,False
711,1008,canceled,2015-01-07,2015-01-14,7.0,False,True
712,71,canceled,2015-01-07,2015-01-13,6.0,False,True
713,71,canceled,2015-02-11,2015-02-18,7.0,False,True
714,71,current,2015-04-07,,,False,False
715,1073,current,2015-01-07,,,False,False
716,842,canceled,2015-01-07,2015-01-09,2.0,False,True
717,818,canceled,2015-01-07,2015-01-12,5.0,True,True
718,421,current,2015-01-08,,,False,False
719,698,canceled,2015-01-08,2015-02-15,38.0,False,True
720,9,current,2015-01-08,,,False,False
721,144,canceled,2015-01-09,2015-01-10,1.0,False,True
722,144,current,2015-03-06,,,False,False
723,427,canceled,2015-01-09,2015-06-16,158.0,False,True
724,1212,canceled,2015-01-10,2015-02-01,22.0,False,True
725,1212,canceled,2015-07-19,2015-07-27,8.0,False,True
726,1140,canceled,2015-01-10,2015-02-17,38.0,False,True
727,344,current,2015-01-11,,,False,False
728,517,current,2015-03-06,,,False,False
729,703,canceled,2015-03-06,2015-03-09,3.0,False,True
730,505,canceled,2015-03-07,2015-05-14,68.0,False,True
731,171,canceled,2015-03-08,2015-06-15,99.0,False,True
732,586,current,2015-03-10,,,False,False
733,492,current,2015-03-10,,,False,False
734,1102,canceled,2015-03-10,2015-04-08,29.0,False,True
735,1102,canceled,2015-01-08,2015-03-10,61.0,False,True
736,1102,canceled,2015-04-08,2015-06-15,68.0,False,True
737,1287,canceled,2015-03-10,2015-05-20,71.0,False,True
738,1287,canceled,2015-01-13,2015-03-10,56.0,False,True
739,1254,canceled,2015-03-10,2015-03-17,7.0,False,True
740,1254,canceled,2015-01-10,2015-03-10,59.0,False,True
741,1259,current,2015-03-10,,,False,False
742,1259,canceled,2015-01-13,2015-03-10,56.0,False,True
743,1128,canceled,2015-03-11,2015-06-18,99.0,False,True
744,149,current,2015-03-11,,,False,False
745,78,current,2015-04-01,,,False,False
746,78,canceled,2014-12-08,2015-04-01,114.0,False,True
747,558,current,2015-04-01,,,False,False
748,558,canceled,2014-12-03,2015-04-01,119.0,False,True
749,153,canceled,2015-04-01,2015-07-14,104.0,False,True
750,153,canceled,2014-12-07,2015-04-01,115.0,False,True
751,473,canceled,2015-04-01,2015-04-15,14.0,False,True
752,473,canceled,2014-12-08,2015-04-01,114.0,False,True
753,246,current,2015-04-01,,,False,False
754,455,current,2015-04-01,,,False,False
755,1294,canceled,2015-03-10,2015-03-16,6.0,False,True
756,1294,canceled,2015-04-08,2015-04-09,1.0,False,True
757,106,current,2015-03-10,,,False,False
758,106,canceled,2014-11-11,2015-03-10,119.0,False,True
759,74,canceled,2015-03-10,2015-04-01,22.0,False,True
760,74,canceled,2015-04-01,2015-04-23,22.0,False,True
761,74,canceled,2014-11-15,2015-03-10,115.0,False,True
762,591,canceled,2015-03-10,2015-04-01,22.0,False,True
763,591,current,2015-04-01,,,False,False
764,591,canceled,2014-11-12,2015-03-10,118.0,False,True
765,419,canceled,2015-03-10,2015-08-08,151.0,False,True
766,419,canceled,2014-11-17,2015-03-10,113.0,False,True
767,31,current,2015-03-10,,,False,False
768,31,canceled,2014-11-10,2015-03-10,120.0,False,True
769,69,canceled,2015-03-10,2015-05-24,75.0,False,True
770,69,canceled,2014-11-17,2015-03-10,113.0,False,True
771,906,current,2015-03-10,,,False,False
772,906,canceled,2014-11-17,2015-03-10,113.0,False,True
773,601,current,2015-03-10,,,False,False
774,601,canceled,2014-11-10,2015-03-10,120.0,False,True
775,321,canceled,2015-03-10,2015-07-07,119.0,False,True
776,321,current,2015-07-09,,,False,False
777,321,canceled,2014-11-15,2015-03-10,115.0,False,True
778,99,canceled,2015-03-10,2015-08-20,163.0,False,True
779,99,canceled,2015-01-13,2015-03-10,56.0,False,True
780,1103,canceled,2015-03-10,2015-07-20,132.0,False,True
781,1103,canceled,2015-01-13,2015-03-10,56.0,False,True
782,685,canceled,2015-03-10,2015-03-17,7.0,False,True
783,1066,canceled,2015-03-10,2015-05-02,53.0,False,True
784,659,canceled,2015-03-10,2015-03-15,5.0,False,True
785,571,current,2015-04-01,,,False,False
786,571,canceled,2014-12-08,2015-04-01,114.0,False,True
787,426,canceled,2015-04-01,2015-04-02,1.0,False,True
788,426,canceled,2015-05-07,2015-08-14,99.0,False,True
789,1267,current,2015-04-02,,,False,False
790,392,current,2015-04-02,,,False,False
791,98,canceled,2015-04-02,2015-07-09,98.0,False,True
792,578,current,2015-04-02,,,False,False
793,86,current,2015-04-02,,,False,False
794,158,current,2015-04-04,,,False,False
795,1193,canceled,2015-04-04,2015-04-07,3.0,False,True
796,757,canceled,2015-01-11,2015-02-18,38.0,False,True
797,151,canceled,2015-01-11,2015-04-02,81.0,False,True
798,642,current,2015-01-11,,,False,False
799,534,canceled,2015-01-12,2015-04-19,97.0,False,True
800,214,current,2015-01-12,,,False,False
801,597,canceled,2015-01-12,2015-07-19,188.0,False,True
802,1242,canceled,2015-01-12,2015-03-10,57.0,False,True
803,1242,current,2015-03-10,,,False,False
804,732,canceled,2015-01-12,2015-05-19,127.0,False,True
805,168,canceled,2015-01-12,2015-01-19,7.0,False,True
806,168,canceled,2015-02-05,2015-04-08,62.0,False,True
807,168,current,2015-04-08,,,False,False
808,657,canceled,2015-01-13,2015-03-10,56.0,False,True
809,657,canceled,2015-03-10,2015-03-20,10.0,False,True
810,152,current,2014-11-17,,,False,False
811,1166,canceled,2014-12-03,2014-12-10,7.0,False,True
812,539,current,2014-12-03,,,False,False
813,1132,canceled,2014-12-03,2014-12-08,5.0,False,True
814,959,canceled,2014-12-03,2014-12-08,5.0,False,True
815,831,canceled,2014-12-03,2015-01-10,38.0,False,True
816,1015,canceled,2014-12-03,2015-02-03,62.0,False,True
817,1251,current,2014-12-05,,,False,False
818,613,current,2014-12-05,,,False,False
819,1245,canceled,2014-12-05,2014-12-09,4.0,False,True
820,611,canceled,2014-12-08,2015-01-15,38.0,False,True
821,453,current,2014-12-08,,,False,False
822,62,canceled,2014-12-08,2015-07-15,219.0,False,True
823,380,current,2014-12-08,,,False,False
824,697,canceled,2014-12-08,2015-01-15,38.0,False,True
825,43,canceled,2014-12-08,2015-03-30,112.0,False,True
826,451,current,2015-04-01,,,False,False
827,1037,canceled,2015-04-02,2015-04-04,2.0,False,True
828,625,current,2015-04-02,,,False,False
829,769,canceled,2015-04-03,2015-04-25,22.0,False,True
830,1301,canceled,2015-04-03,2015-04-04,1.0,False,True
831,1123,canceled,2015-04-03,2015-05-10,37.0,False,True
832,1154,current,2015-04-05,,,False,False
833,853,canceled,2015-04-06,2015-04-06,0.0,False,True
834,853,current,2015-07-17,,,False,False
835,918,canceled,2015-04-06,2015-05-28,52.0,False,True
836,1248,canceled,2015-04-06,2015-05-13,37.0,False,True
837,1189,canceled,2015-04-07,2015-05-14,37.0,False,True
838,1285,canceled,2015-04-07,2015-05-14,37.0,False,True
839,1296,canceled,2015-04-07,2015-04-14,7.0,False,True
840,1296,canceled,2015-04-15,2015-04-15,0.0,False,True
841,1296,canceled,2015-04-06,2015-04-07,1.0,False,True
842,844,canceled,2015-04-07,2015-04-16,9.0,False,True
843,844,canceled,2015-05-06,2015-05-12,6.0,False,True
844,690,current,2015-04-08,,,False,False
845,690,canceled,2015-02-05,2015-04-08,62.0,False,True
846,424,current,2015-04-06,,,False,False
847,926,canceled,2015-04-06,2015-04-06,0.0,False,True
848,379,current,2015-04-07,,,False,False
849,379,canceled,2015-01-12,2015-01-12,0.0,False,True
850,1138,canceled,2015-04-07,2015-04-12,5.0,False,True
851,641,canceled,2015-04-07,2015-06-14,68.0,False,True
852,641,canceled,2014-12-09,2014-12-15,6.0,False,True
853,404,canceled,2015-04-07,2015-04-08,1.0,False,True
854,404,canceled,2015-04-08,2015-08-17,131.0,False,True
855,105,canceled,2015-04-07,2015-05-14,37.0,False,True
856,395,current,2015-04-08,,,False,False
857,1299,current,2015-04-08,,,False,False
858,1299,canceled,2015-02-05,2015-04-08,62.0,False,True
859,589,current,2015-04-08,,,False,False
860,589,canceled,2015-02-05,2015-04-08,62.0,False,True
861,793,canceled,2015-04-08,2015-04-17,9.0,False,True
862,793,canceled,2015-02-10,2015-04-08,57.0,False,True
863,433,current,2015-04-08,,,False,False
864,677,canceled,2015-04-08,2015-04-14,6.0,False,True
865,243,canceled,2015-04-09,2015-04-15,6.0,False,True
866,243,canceled,2014-11-16,2015-01-23,68.0,False,True
867,555,current,2015-04-09,,,False,False
868,1104,canceled,2015-04-10,2015-04-17,7.0,False,True
869,676,current,2015-04-13,,,False,False
870,127,current,2015-04-24,,,False,False
871,201,current,2015-04-24,,,False,False
872,396,current,2015-04-24,,,False,False
873,267,current,2015-04-24,,,False,False
874,240,current,2015-04-24,,,False,False
875,894,canceled,2015-05-06,2015-05-12,6.0,False,True
876,647,current,2015-05-06,,,False,False
877,1163,canceled,2015-05-06,2015-06-13,38.0,False,True
878,948,canceled,2015-05-06,2015-06-22,47.0,False,True
879,1202,canceled,2015-05-07,2015-06-14,38.0,False,True
880,559,current,2015-05-07,,,False,False
881,476,current,2015-05-08,,,False,False
882,970,canceled,2015-05-08,2015-05-14,6.0,False,True
883,970,canceled,2015-07-17,2015-07-23,6.0,False,True
884,711,canceled,2015-05-08,2015-05-08,0.0,False,True
885,790,canceled,2014-12-09,2014-12-15,6.0,False,True
886,867,canceled,2014-12-09,2014-12-31,22.0,False,True
887,516,canceled,2014-12-09,2014-12-11,2.0,False,True
888,516,current,2015-05-11,,,False,False
889,1292,canceled,2015-01-07,2015-05-14,127.0,False,True
890,77,current,2015-01-07,,,False,False
891,56,current,2015-01-07,,,False,False
892,93,canceled,2015-01-07,2015-04-14,97.0,False,True
893,207,current,2015-01-07,,,False,False
894,103,current,2015-01-07,,,False,False
895,460,canceled,2015-01-07,2015-05-05,118.0,False,True
896,460,current,2015-05-07,,,False,False
897,610,canceled,2015-01-07,2015-03-14,66.0,False,True
898,446,current,2015-01-07,,,False,False
899,232,current,2015-01-08,,,False,False
900,670,canceled,2015-01-08,2015-04-15,97.0,False,True
901,1134,canceled,2015-01-08,2015-01-09,1.0,False,True
902,515,current,2015-01-08,,,False,False
903,803,canceled,2015-01-08,2015-01-08,0.0,False,True
904,1141,canceled,2015-01-09,2015-01-15,6.0,False,True
905,59,current,2015-01-10,,,False,False
906,900,canceled,2015-01-10,2015-02-17,38.0,False,True
907,900,current,2015-05-11,,,False,False
908,774,canceled,2015-01-11,2015-01-15,4.0,False,True
909,1053,canceled,2015-01-11,2015-03-18,66.0,False,True
910,357,current,2015-01-11,,,False,False
911,934,canceled,2015-01-11,2015-02-18,38.0,False,True
912,746,canceled,2015-02-05,2015-03-12,35.0,False,True
913,279,canceled,2015-02-05,2015-04-08,62.0,False,True
914,279,current,2015-04-08,,,False,False
915,136,canceled,2015-02-05,2015-04-08,62.0,False,True
916,136,current,2015-04-08,,,False,False
917,1092,canceled,2015-02-05,2015-02-09,4.0,False,True
918,799,canceled,2015-02-06,2015-02-06,0.0,False,True
919,1042,canceled,2015-02-06,2015-02-28,22.0,False,True
920,1042,canceled,2015-05-28,2015-06-19,22.0,False,True
921,789,canceled,2015-02-06,2015-02-06,0.0,False,True
922,413,canceled,2015-02-06,2015-05-13,96.0,False,True
923,738,canceled,2015-02-07,2015-02-13,6.0,False,True
924,306,canceled,2015-02-08,2015-04-08,59.0,False,True
925,306,current,2015-04-08,,,False,False
926,436,current,2015-02-08,,,False,False
927,35,current,2015-02-08,,,False,False
928,463,current,2015-02-09,,,False,False
929,1105,canceled,2015-02-09,2015-02-13,4.0,False,True
930,284,canceled,2015-02-09,2015-04-08,58.0,False,True
931,284,current,2015-04-08,,,False,False
932,521,canceled,2015-02-09,2015-04-08,58.0,False,True
933,521,canceled,2015-04-08,2015-07-16,99.0,False,True
934,1229,canceled,2015-02-09,2015-02-12,3.0,False,True
935,1049,canceled,2015-02-10,2015-03-04,22.0,False,True
936,1198,canceled,2015-02-11,2015-02-15,4.0,False,True
937,1198,canceled,2015-03-04,2015-04-11,38.0,False,True
938,720,canceled,2015-03-04,2015-04-11,38.0,False,True
939,239,current,2015-03-04,,,False,False
940,819,canceled,2015-03-04,2015-03-04,0.0,False,True
941,819,canceled,2015-03-04,2015-03-04,0.0,False,True
942,958,canceled,2015-03-04,2015-06-07,95.0,False,True
943,718,canceled,2015-05-08,2015-06-19,42.0,False,True
944,475,current,2015-05-09,,,False,False
945,276,current,2015-05-10,,,False,False
946,608,current,2015-05-10,,,False,False
947,293,canceled,2015-05-10,2015-08-17,99.0,False,True
948,341,current,2015-05-10,,,False,False
949,501,current,2015-05-11,,,False,False
950,858,canceled,2015-05-12,2015-07-19,68.0,False,True
951,713,canceled,2015-05-12,2015-07-04,53.0,False,True
952,1040,canceled,2015-05-12,2015-06-19,38.0,False,True
953,1040,canceled,2014-11-11,2014-11-17,6.0,False,True
954,1305,canceled,2015-05-12,2015-06-19,38.0,False,True
955,1091,canceled,2015-05-12,2015-05-18,6.0,False,True
956,1192,canceled,2015-05-12,2015-05-17,5.0,False,True
957,25,current,2015-05-12,,,False,False
958,25,canceled,2014-11-11,2015-02-18,99.0,False,True
959,674,current,2015-05-12,,,False,False
960,734,canceled,2015-05-13,2015-05-17,4.0,False,True
961,988,canceled,2015-05-13,2015-07-20,68.0,False,True
962,771,current,2015-05-13,,,False,False
963,771,canceled,2014-12-09,2014-12-15,6.0,False,True
964,1016,canceled,2015-05-13,2015-05-19,6.0,False,True
965,877,canceled,2015-05-13,2015-06-04,22.0,False,True
966,63,current,2015-05-28,,,False,False
967,481,current,2015-05-28,,,False,False
968,902,canceled,2015-05-29,2015-05-29,0.0,False,True
969,996,canceled,2015-05-29,2015-05-29,0.0,False,True
970,42,current,2015-05-30,,,False,False
971,42,canceled,2015-03-04,2015-05-11,68.0,False,True
972,939,current,2015-04-24,,,False,False
973,11,current,2015-04-24,,,False,False
974,262,current,2015-04-24,,,False,False
975,167,current,2015-04-24,,,False,False
976,302,current,2015-04-24,,,False,False
977,551,current,2015-04-24,,,False,False
978,609,current,2015-04-24,,,False,False
979,109,current,2015-05-06,,,False,False
980,211,current,2015-05-06,,,False,False
981,274,current,2015-05-06,,,False,False
982,704,canceled,2015-05-06,2015-07-13,68.0,False,True
983,407,canceled,2015-05-06,2015-08-13,99.0,False,True
984,360,current,2015-05-06,,,False,False
985,540,current,2015-05-08,,,False,False
986,1173,current,2015-05-08,,,False,False
987,886,canceled,2015-05-08,2015-05-13,5.0,False,True
988,112,current,2015-05-08,,,False,False
989,479,current,2015-05-09,,,False,False
990,1275,canceled,2015-05-09,2015-05-11,2.0,False,True
991,237,current,2015-05-10,,,False,False
992,487,current,2015-05-10,,,False,False
993,304,current,2015-05-10,,,False,False
994,330,current,2015-05-10,,,False,False
995,1250,current,2015-05-11,,,False,False
996,27,current,2015-05-11,,,False,False
997,1064,canceled,2015-05-11,2015-05-12,1.0,False,True
998,714,canceled,2015-05-11,2015-05-14,3.0,False,True
999,714,canceled,2015-07-09,2015-07-12,3.0,False,True
1000,260,current,2015-05-11,,,False,False
1001,511,current,2015-05-11,,,False,False
1002,1029,canceled,2015-05-12,2015-07-04,53.0,False,True
1003,399,current,2015-05-12,,,False,False
1004,977,current,2015-05-12,,,False,False
1005,556,current,2015-05-12,,,False,False
1006,1265,current,2015-05-12,,,False,False
1007,1265,canceled,2015-04-08,2015-04-14,6.0,False,True
1008,252,current,2015-05-12,,,False,False
1009,1213,canceled,2015-01-12,2015-01-12,0.0,False,True
1010,991,canceled,2015-01-12,2015-01-18,6.0,False,True
1011,733,canceled,2015-01-12,2015-01-12,0.0,False,True
1012,1240,canceled,2015-01-12,2015-01-19,7.0,False,True
1013,1195,canceled,2015-01-13,2015-01-16,3.0,False,True
1014,945,canceled,2015-01-13,2015-01-17,4.0,False,True
1015,100,current,2015-02-05,,,False,False
1016,313,current,2015-02-05,,,False,False
1017,465,canceled,2015-02-05,2015-08-12,188.0,False,True
1018,615,current,2015-03-05,,,False,False
1019,372,current,2015-03-06,,,False,False
1020,614,current,2015-03-06,,,False,False
1021,1045,canceled,2015-03-06,2015-03-12,6.0,False,True
1022,208,canceled,2015-03-08,2015-06-15,99.0,False,True
1023,944,canceled,2015-03-10,2015-03-12,2.0,False,True
1024,652,current,2015-03-10,,,False,False
1025,1168,canceled,2015-03-10,2015-03-16,6.0,False,True
1026,1260,canceled,2015-03-11,2015-05-18,68.0,False,True
1027,1194,canceled,2015-03-11,2015-07-08,119.0,False,True
1028,361,canceled,2015-05-13,2015-06-20,38.0,False,True
1029,1185,current,2015-05-13,,,False,False
1030,490,current,2015-05-13,,,False,False
1031,365,current,2015-05-13,,,False,False
1032,1237,canceled,2015-05-28,2015-05-28,0.0,False,True
1033,220,current,2015-05-29,,,False,False
1034,220,canceled,2015-04-07,2015-05-29,52.0,False,True
1035,124,current,2015-05-31,,,False,False
1036,1069,canceled,2015-06-01,2015-06-01,0.0,True,True
